TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,PRF_ESTIMATE,PRF_MG_ERROR,PCT_ESTIMATE,PCT_MG_ERROR
DP02,04000US18,Indiana,1,56,High school (grades 9-12),"361,362","+/-5,525",21.8,+/-0.3
DP02,04000US18,Indiana,1,57,College or graduate school,"411,541","+/-9,074",24.8,+/-0.4
DP02,04000US18,Indiana,,57.3,,,,,
DP02,04000US18,Indiana,,57.5,EDUCATIONAL ATTAINMENT,,,,
DP02,04000US18,Indiana,1,58,Population 25 years and over,"4,467,893","+/-5,468","4,467,893",(X)
DP02,04000US18,Indiana,1,59,Less than 9th grade,"164,472","+/-8,201",3.7,+/-0.2
DP02,04000US18,Indiana,1,60,"9th to 12th grade, no diploma","327,362","+/-8,963",7.3,+/-0.2
DP02,04000US18,Indiana,1,61,High school graduate (includes equivalency),"1,480,040","+/-18,309",33.1,+/-0.4
DP02,04000US18,Indiana,1,62,"Some college, no degree","887,129","+/-15,809",19.9,+/-0.3
DP02,04000US18,Indiana,1,63,Associate's degree,"397,824","+/-9,531",8.9,+/-0.2
DP02,04000US18,Indiana,1,64,Bachelor's degree,"771,811","+/-14,407",17.3,+/-0.3
DP02,04000US18,Indiana,1,65,Graduate or professional degree,"439,255","+/-12,510",9.8,+/-0.3
DP02,04000US18,Indiana,,65.3,,,,,
DP02,04000US18,Indiana,1,66,High school graduate or higher,"3,976,059","+/-14,613",89.0,+/-0.3
DP02,04000US18,Indiana,1,67,Bachelor's degree or higher,"1,211,066","+/-20,496",27.1,+/-0.5
DP02,04000US18,Indiana,,67.3,,,,,
DP02,04000US18,Indiana,,67.5,VETERAN STATUS,,,,
DP02,04000US18,Indiana,1,68,Civilian population 18 years and over,"5,121,007","+/-3,058","5,121,007",(X)
DP02,04000US18,Indiana,1,69,Civilian veterans,"380,079","+/-8,280",7.4,+/-0.2
DP02,04000US18,Indiana,,69.3,,,,,
DP02,04000US18,Indiana,,69.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,
DP02,04000US18,Indiana,1,70,Total Civilian Noninstitutionalized Population,"6,592,504","+/-1,089","6,592,504",(X)
DP02,04000US18,Indiana,1,71,With a disability,"895,068","+/-14,726",13.6,+/-0.2
DP02,04000US18,Indiana,,71.3,,,,,
DP02,04000US18,Indiana,1,72,Under 18 years,"1,563,183","+/-2,968","1,563,183",(X)
DP02,04000US18,Indiana,1,73,With a disability,"67,808","+/-4,860",4.3,+/-0.3
DP02,04000US18,Indiana,,73.3,,,,,
DP02,04000US18,Indiana,1,74,18 to 64 years,"4,013,433","+/-4,082","4,013,433",(X)
DP02,04000US18,Indiana,1,75,With a disability,"472,444","+/-10,229",11.8,+/-0.3
DP02,04000US18,Indiana,,75.3,,,,,
DP02,04000US18,Indiana,1,76,65 years and over,"1,015,888","+/-3,127","1,015,888",(X)
DP02,04000US18,Indiana,1,77,With a disability,"354,816","+/-7,294",34.9,+/-0.7
DP02,04000US18,Indiana,,77.3,,,,,
DP02,04000US18,Indiana,,77.5,RESIDENCE 1 YEAR AGO,,,,
DP02,04000US18,Indiana,1,78,Population 1 year and over,"6,612,948","+/-4,582","6,612,948",(X)
DP02,04000US18,Indiana,1,79,Same house,"5,614,432","+/-25,211",84.9,+/-0.4
DP02,04000US18,Indiana,1,80,Different house in the U.S.,"966,369","+/-23,090",14.6,+/-0.4
DP02,04000US18,Indiana,1,81,Same county,"570,401","+/-17,567",8.6,+/-0.3
DP02,04000US18,Indiana,1,82,Different county,"395,968","+/-16,292",6.0,+/-0.2
DP02,04000US18,Indiana,1,83,Same state,"250,712","+/-11,094",3.8,+/-0.2
DP02,04000US18,Indiana,1,84,Different state,"145,256","+/-9,569",2.2,+/-0.1
DP02,04000US18,Indiana,1,85,Abroad,"32,147","+/-5,376",0.5,+/-0.1
DP02,04000US18,Indiana,,85.3,,,,,
DP02,04000US18,Indiana,,85.5,PLACE OF BIRTH,,,,
DP02,04000US18,Indiana,1,86,Total population,"6,691,878",*****,"6,691,878",(X)
DP02,04000US18,Indiana,1,87,Native,"6,337,530","+/-11,369",94.7,+/-0.2
DP02,04000US18,Indiana,1,88,Born in United States,"6,289,625","+/-11,047",94.0,+/-0.2
DP02,04000US18,Indiana,1,89,State of residence,"4,541,102","+/-22,400",67.9,+/-0.3
DP02,04000US18,Indiana,1,90,Different state,"1,748,523","+/-22,373",26.1,+/-0.3
DP02,04000US18,Indiana,1,91,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","47,905","+/-4,898",0.7,+/-0.1
DP02,04000US18,Indiana,1,92,Foreign born,"354,348","+/-11,369",5.3,+/-0.2
DP02,04000US18,Indiana,,92.3,,,,,
DP02,04000US18,Indiana,,92.5,U.S. CITIZENSHIP STATUS,,,,
DP02,04000US18,Indiana,1,93,Foreign-born population,"354,348","+/-11,369","354,348",(X)
DP02,04000US18,Indiana,1,94,Naturalized U.S. citizen,"144,767","+/-7,193",40.9,+/-1.9
DP02,04000US18,Indiana,1,95,Not a U.S. citizen,"209,581","+/-10,795",59.1,+/-1.9
DP02,04000US18,Indiana,,95.3,,,,,
DP02,04000US18,Indiana,,95.5,YEAR OF ENTRY,,,,
DP02,04000US18,Indiana,1,96,Population born outside the United States,"402,253","+/-11,047","402,253",(X)
DP02,04000US18,Indiana,,96.3,,,,,
DP02,04000US18,Indiana,1,97,Native,"47,905","+/-4,898","47,905",(X)
DP02,04000US18,Indiana,1,98,Entered 2010 or later,"9,835","+/-2,758",20.5,+/-4.6
DP02,04000US18,Indiana,1,99,Entered before 2010,"38,070","+/-3,643",79.5,+/-4.6
DP02,04000US18,Indiana,,99.3,,,,,
DP02,04000US18,Indiana,1,100,Foreign born,"354,348","+/-11,369","354,348",(X)
DP02,04000US18,Indiana,1,101,Entered 2010 or later,"110,480","+/-8,286",31.2,+/-1.8
DP02,04000US18,Indiana,1,102,Entered before 2010,"243,868","+/-7,904",68.8,+/-1.8
DP02,04000US18,Indiana,,102.3,,,,,
DP02,04000US18,Indiana,,102.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,
DP02,04000US18,Indiana,1,103,"Foreign-born population, excluding population born at sea","354,348","+/-11,369","354,348",(X)
DP02,04000US18,Indiana,1,104,Europe,"41,427","+/-4,469",11.7,+/-1.2
DP02,04000US18,Indiana,1,105,Asia,"125,959","+/-5,924",35.5,+/-1.5
DP02,04000US18,Indiana,1,106,Africa,"28,294","+/-4,859",8.0,+/-1.2
DP02,04000US18,Indiana,1,107,Oceania,"1,614",+/-760,0.5,+/-0.2
DP02,04000US18,Indiana,1,108,Latin America,"149,247","+/-6,538",42.1,+/-1.5
DP02,04000US18,Indiana,1,109,Northern America,"7,807","+/-1,993",2.2,+/-0.5
DP02,04000US18,Indiana,,109.3,,,,,
DP02,04000US18,Indiana,,109.5,LANGUAGE SPOKEN AT HOME,,,,
DP02,04000US18,Indiana,1,110,Population 5 years and over,"6,274,104","+/-2,647","6,274,104",(X)
DP02,04000US18,Indiana,1,111,English only,"5,715,809","+/-16,067",91.1,+/-0.3
DP02,04000US18,Indiana,1,112,Language other than English,"558,295","+/-15,854",8.9,+/-0.3
DP02,04000US18,Indiana,1,113,"Speak English less than ""very well""","195,767","+/-10,373",3.1,+/-0.2
DP02,04000US18,Indiana,1,114,Spanish,"297,188","+/-8,443",4.7,+/-0.1
DP02,04000US18,Indiana,1,115,"Speak English less than ""very well""","109,258","+/-6,936",1.7,+/-0.1
DP02,04000US18,Indiana,1,116,Other Indo-European languages,"139,606","+/-10,602",2.2,+/-0.2
DP02,04000US18,Indiana,1,117,"Speak English less than ""very well""","32,553","+/-4,480",0.5,+/-0.1
DP02,04000US18,Indiana,1,118,Asian and Pacific Islander languages,"90,058","+/-6,424",1.4,+/-0.1
DP02,04000US18,Indiana,1,119,"Speak English less than ""very well""","44,239","+/-4,624",0.7,+/-0.1
DP02,04000US18,Indiana,1,120,Other languages,"31,443","+/-5,226",0.5,+/-0.1
DP02,04000US18,Indiana,1,121,"Speak English less than ""very well""","9,717","+/-2,715",0.2,+/-0.1
DP02,04000US18,Indiana,,121.3,,,,,
DP02,04000US18,Indiana,,121.5,ANCESTRY,,,,
DP02,04000US18,Indiana,1,122,Total population,"6,691,878",*****,"6,691,878",(X)
DP02,04000US18,Indiana,1,123,American,"494,187","+/-17,867",7.4,+/-0.3
DP02,04000US18,Indiana,1,124,Arab,"21,020","+/-5,332",0.3,+/-0.1
DP02,04000US18,Indiana,1,125,Czech,"13,444","+/-2,433",0.2,+/-0.1
DP02,04000US18,Indiana,1,126,Danish,"9,850","+/-1,938",0.1,+/-0.1
DP02,04000US18,Indiana,1,127,Dutch,"114,140","+/-7,456",1.7,+/-0.1
DP02,04000US18,Indiana,1,128,English,"507,186","+/-13,147",7.6,+/-0.2
DP02,04000US18,Indiana,1,129,French (except Basque),"129,206","+/-8,120",1.9,+/-0.1
DP02,04000US18,Indiana,1,130,French Canadian,"17,561","+/-2,841",0.3,+/-0.1
DP02,04000US18,Indiana,1,131,German,"1,332,109","+/-27,130",19.9,+/-0.4
DP02,04000US18,Indiana,1,132,Greek,"23,708","+/-3,397",0.4,+/-0.1
DP02,04000US18,Indiana,1,133,Hungarian,"32,536","+/-4,980",0.5,+/-0.1
DP02,04000US18,Indiana,1,134,Irish,"679,100","+/-17,967",10.1,+/-0.3
DP02,04000US18,Indiana,1,135,Italian,"181,088","+/-9,663",2.7,+/-0.1
DP02,04000US18,Indiana,1,136,Lithuanian,"10,357","+/-2,122",0.2,+/-0.1
DP02,04000US18,Indiana,1,137,Norwegian,"37,001","+/-4,290",0.6,+/-0.1
DP02,04000US18,Indiana,1,138,Polish,"190,067","+/-10,655",2.8,+/-0.2
DP02,04000US18,Indiana,1,139,Portuguese,"3,096",+/-887,0.0,+/-0.1
DP02,04000US18,Indiana,1,140,Russian,"20,124","+/-2,720",0.3,+/-0.1
DP02,04000US18,Indiana,1,141,Scotch-Irish,"54,732","+/-4,641",0.8,+/-0.1
DP02,04000US18,Indiana,1,142,Scottish,"103,785","+/-7,262",1.6,+/-0.1
DP02,04000US18,Indiana,1,143,Slovak,"19,846","+/-3,236",0.3,+/-0.1
DP02,04000US18,Indiana,1,144,Subsaharan African,"56,528","+/-7,904",0.8,+/-0.1
DP02,04000US18,Indiana,1,145,Swedish,"52,820","+/-4,556",0.8,+/-0.1
DP02,04000US18,Indiana,1,146,Swiss,"38,035","+/-5,038",0.6,+/-0.1
DP02,04000US18,Indiana,1,147,Ukrainian,"8,068","+/-1,929",0.1,+/-0.1
DP02,04000US18,Indiana,1,148,Welsh,"37,443","+/-4,977",0.6,+/-0.1
DP02,04000US18,Indiana,1,149,West Indian (excluding Hispanic origin groups),"7,375","+/-1,875",0.1,+/-0.1
DP02,04000US18,Indiana,,149.3,,,,,
DP02,04000US18,Indiana,,149.5,COMPUTERS AND INTERNET USE,,,,
DP02,04000US18,Indiana,1,150,Total households,"2,599,169","+/-10,447","2,599,169",(X)
DP02,04000US18,Indiana,1,151,With a computer,"2,353,197","+/-11,861",90.5,+/-0.3
DP02,04000US18,Indiana,1,152,With a broadband Internet subscription,"2,151,442","+/-14,292",82.8,+/-0.4
DP02,04000US19,Iowa,,0,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,,,
DP02,04000US19,Iowa,,0.5,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,,,
DP02,04000US19,Iowa,,0.8,HOUSEHOLDS BY TYPE,,,,
DP02,04000US19,Iowa,1,1,Total households,"1,267,873","+/-7,772","1,267,873",(X)
DP02,04000US19,Iowa,1,2,Family households (families),"800,329","+/-8,263",63.1,+/-0.6
DP02,04000US19,Iowa,1,3,With own children of the householder under 18 years,"344,949","+/-6,253",27.2,+/-0.5
DP02,04000US19,Iowa,1,4,Married-couple family,"622,142","+/-8,884",49.1,+/-0.7
DP02,04000US19,Iowa,1,5,With own children of the householder under 18 years,"234,450","+/-5,871",18.5,+/-0.5
DP02,04000US19,Iowa,1,6,"Male householder, no wife present, family","57,143","+/-3,517",4.5,+/-0.3
DP02,04000US19,Iowa,1,7,With own children of the householder under 18 years,"33,576","+/-3,074",2.6,+/-0.2
DP02,04000US19,Iowa,1,8,"Female householder, no husband present, family","121,044","+/-4,745",9.5,+/-0.4
DP02,04000US19,Iowa,1,9,With own children of the householder under 18 years,"76,923","+/-4,579",6.1,+/-0.4
DP02,04000US19,Iowa,1,10,Nonfamily households,"467,544","+/-8,556",36.9,+/-0.6
DP02,04000US19,Iowa,1,11,Householder living alone,"375,230","+/-7,932",29.6,+/-0.6
DP02,04000US19,Iowa,1,12,65 years and over,"154,589","+/-5,665",12.2,+/-0.4
DP02,04000US19,Iowa,,12.3,,,,,
DP02,04000US19,Iowa,1,13,Households with one or more people under 18 years,"372,236","+/-6,561",29.4,+/-0.5
DP02,04000US19,Iowa,1,14,Households with one or more people 65 years and over,"370,826","+/-3,834",29.2,+/-0.3
DP02,04000US19,Iowa,,14.3,,,,,
DP02,04000US19,Iowa,1,15,Average household size,2.41,+/-0.01,(X),(X)
DP02,04000US19,Iowa,1,16,Average family size,2.99,+/-0.02,(X),(X)
DP02,04000US19,Iowa,,16.3,,,,,
DP02,04000US19,Iowa,,16.5,RELATIONSHIP,,,,
DP02,04000US19,Iowa,1,17,Population in households,"3,057,213",*****,"3,057,213",(X)
DP02,04000US19,Iowa,1,18,Householder,"1,267,873","+/-7,772",41.5,+/-0.3
DP02,04000US19,Iowa,1,19,Spouse,"622,792","+/-8,517",20.4,+/-0.3
DP02,04000US19,Iowa,1,20,Child,"855,440","+/-11,258",28.0,+/-0.4
DP02,04000US19,Iowa,1,21,Other relatives,"114,791","+/-7,290",3.8,+/-0.2
DP02,04000US19,Iowa,1,22,Nonrelatives,"196,317","+/-7,189",6.4,+/-0.2
DP02,04000US19,Iowa,1,23,Unmarried partner,"93,360","+/-5,115",3.1,+/-0.2
DP02,04000US19,Iowa,,23.3,,,,,
DP02,04000US19,Iowa,,23.5,MARITAL STATUS,,,,
DP02,04000US19,Iowa,1,24,Males 15 years and over,"1,252,744","+/-3,239","1,252,744",(X)
DP02,04000US19,Iowa,1,25,Never married,"425,560","+/-7,215",34.0,+/-0.6
DP02,04000US19,Iowa,1,26,"Now married, except separated","651,685","+/-9,597",52.0,+/-0.7
DP02,04000US19,Iowa,1,27,Separated,"11,550","+/-1,402",0.9,+/-0.1
DP02,04000US19,Iowa,1,28,Widowed,"37,680","+/-3,124",3.0,+/-0.2
DP02,04000US19,Iowa,1,29,Divorced,"126,269","+/-4,830",10.1,+/-0.4
DP02,04000US19,Iowa,,29.3,,,,,
DP02,04000US19,Iowa,1,30,Females 15 years and over,"1,292,842","+/-2,770","1,292,842",(X)
DP02,04000US19,Iowa,1,31,Never married,"348,319","+/-6,049",26.9,+/-0.5
DP02,04000US19,Iowa,1,32,"Now married, except separated","652,843","+/-8,655",50.5,+/-0.6
DP02,04000US19,Iowa,1,33,Separated,"15,944","+/-2,101",1.2,+/-0.2
DP02,04000US19,Iowa,1,34,Widowed,"121,455","+/-4,290",9.4,+/-0.3
DP02,04000US19,Iowa,1,35,Divorced,"154,281","+/-4,982",11.9,+/-0.4
DP02,04000US19,Iowa,,35.3,,,,,
DP02,04000US19,Iowa,,35.5,FERTILITY,,,,
DP02,04000US19,Iowa,1,36,Number of women 15 to 50 years old who had a birth in the past 12 months,"40,916","+/-2,952","40,916",(X)
DP02,04000US19,Iowa,1,37,"Unmarried women (widowed, divorced, and never married)","11,945","+/-1,680",29.2,+/-3.2
DP02,04000US19,Iowa,1,38,"Per 1,000 unmarried women",31,+/-4,(X),(X)
DP02,04000US19,Iowa,1,39,"Per 1,000 women 15 to 50 years old",58,+/-4,(X),(X)
DP02,04000US19,Iowa,1,40,"Per 1,000 women 15 to 19 years old",8,+/-3,(X),(X)
DP02,04000US19,Iowa,1,41,"Per 1,000 women 20 to 34 years old",105,+/-8,(X),(X)
DP02,04000US19,Iowa,1,42,"Per 1,000 women 35 to 50 years old",27,+/-4,(X),(X)
DP02,04000US19,Iowa,,42.3,,,,,
DP02,04000US19,Iowa,,42.5,GRANDPARENTS,,,,
DP02,04000US19,Iowa,1,43,Number of grandparents living with own grandchildren under 18 years,"38,781","+/-3,299","38,781",(X)
DP02,04000US19,Iowa,1,44,Grandparents responsible for grandchildren,"13,670","+/-1,883",35.2,+/-4.0
DP02,04000US19,Iowa,,44.9,Years responsible for grandchildren,,,,
DP02,04000US19,Iowa,1,45,Less than 1 year,"3,472","+/-1,143",9.0,+/-2.8
DP02,04000US19,Iowa,1,46,1 or 2 years,"1,965",+/-673,5.1,+/-1.8
DP02,04000US19,Iowa,1,47,3 or 4 years,"2,266",+/-870,5.8,+/-2.2
DP02,04000US19,Iowa,1,48,5 or more years,"5,967","+/-1,341",15.4,+/-3.3
DP02,04000US19,Iowa,,48.3,,,,,
DP02,04000US19,Iowa,1,49,Number of grandparents responsible for own grandchildren under 18 years,"13,670","+/-1,883","13,670",(X)
DP02,04000US19,Iowa,1,50,Who are female,"7,892","+/-1,212",57.7,+/-4.3
DP02,04000US19,Iowa,1,51,Who are married,"9,829","+/-1,723",71.9,+/-5.8
DP02,04000US19,Iowa,,51.3,,,,,
DP02,04000US19,Iowa,,51.5,SCHOOL ENROLLMENT,,,,
DP02,04000US19,Iowa,1,52,Population 3 years and over enrolled in school,"791,595","+/-7,666","791,595",(X)
DP02,04000US19,Iowa,1,53,"Nursery school, preschool","52,320","+/-3,075",6.6,+/-0.4
DP02,04000US19,Iowa,1,54,Kindergarten,"41,666","+/-2,748",5.3,+/-0.4
DP02,04000US19,Iowa,1,55,Elementary school (grades 1-8),"327,174","+/-4,287",41.3,+/-0.6
DP02,04000US19,Iowa,1,56,High school (grades 9-12),"164,326","+/-3,635",20.8,+/-0.5
DP02,04000US19,Iowa,1,57,College or graduate school,"206,109","+/-6,699",26.0,+/-0.7
DP02,04000US19,Iowa,,57.3,,,,,
DP02,04000US19,Iowa,,57.5,EDUCATIONAL ATTAINMENT,,,,
DP02,04000US19,Iowa,1,58,Population 25 years and over,"2,104,792","+/-4,251","2,104,792",(X)
DP02,04000US19,Iowa,1,59,Less than 9th grade,"64,952","+/-3,896",3.1,+/-0.2
DP02,04000US19,Iowa,1,60,"9th to 12th grade, no diploma","97,697","+/-4,946",4.6,+/-0.2
DP02,04000US19,Iowa,1,61,High school graduate (includes equivalency),"649,269","+/-9,810",30.8,+/-0.5
DP02,04000US19,Iowa,1,62,"Some college, no degree","434,337","+/-8,057",20.6,+/-0.4
DP02,04000US19,Iowa,1,63,Associate's degree,"247,997","+/-6,992",11.8,+/-0.3
DP02,04000US19,Iowa,1,64,Bachelor's degree,"413,442","+/-8,907",19.6,+/-0.4
DP02,04000US19,Iowa,1,65,Graduate or professional degree,"197,098","+/-7,399",9.4,+/-0.3
DP02,04000US19,Iowa,,65.3,,,,,
DP02,04000US19,Iowa,1,66,High school graduate or higher,"1,942,143","+/-8,167",92.3,+/-0.3
DP02,04000US19,Iowa,1,67,Bachelor's degree or higher,"610,540","+/-11,363",29.0,+/-0.5
DP02,04000US19,Iowa,,67.3,,,,,
DP02,04000US19,Iowa,,67.5,VETERAN STATUS,,,,
DP02,04000US19,Iowa,1,68,Civilian population 18 years and over,"2,421,401","+/-2,341","2,421,401",(X)
DP02,04000US19,Iowa,1,69,Civilian veterans,"184,032","+/-5,367",7.6,+/-0.2
DP02,04000US19,Iowa,,69.3,,,,,
DP02,04000US19,Iowa,,69.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,
DP02,04000US19,Iowa,1,70,Total Civilian Noninstitutionalized Population,"3,113,029",+/-531,"3,113,029",(X)
DP02,04000US19,Iowa,1,71,With a disability,"365,620","+/-8,120",11.7,+/-0.3
DP02,04000US19,Iowa,,71.3,,,,,
DP02,04000US19,Iowa,1,72,Under 18 years,"731,248","+/-2,371","731,248",(X)
DP02,04000US19,Iowa,1,73,With a disability,"30,237","+/-2,200",4.1,+/-0.3
DP02,04000US19,Iowa,,73.3,,,,,
DP02,04000US19,Iowa,1,74,18 to 64 years,"1,866,076","+/-2,672","1,866,076",(X)
DP02,04000US19,Iowa,1,75,With a disability,"174,957","+/-6,219",9.4,+/-0.3
DP02,04000US19,Iowa,,75.3,,,,,
DP02,04000US19,Iowa,1,76,65 years and over,"515,705","+/-2,101","515,705",(X)
DP02,04000US19,Iowa,1,77,With a disability,"160,426","+/-4,449",31.1,+/-0.8
DP02,04000US19,Iowa,,77.3,,,,,
DP02,04000US19,Iowa,,77.5,RESIDENCE 1 YEAR AGO,,,,
DP02,04000US19,Iowa,1,78,Population 1 year and over,"3,119,306","+/-2,428","3,119,306",(X)
DP02,04000US19,Iowa,1,79,Same house,"2,662,849","+/-14,455",85.4,+/-0.5
DP02,04000US19,Iowa,1,80,Different house in the U.S.,"445,484","+/-14,391",14.3,+/-0.5
DP02,04000US19,Iowa,1,81,Same county,"257,959","+/-12,028",8.3,+/-0.4
DP02,04000US19,Iowa,1,82,Different county,"187,525","+/-8,469",6.0,+/-0.3
DP02,04000US19,Iowa,1,83,Same state,"113,326","+/-6,321",3.6,+/-0.2
DP02,04000US19,Iowa,1,84,Different state,"74,199","+/-4,846",2.4,+/-0.2
DP02,04000US19,Iowa,1,85,Abroad,"10,973","+/-2,506",0.4,+/-0.1
DP02,04000US19,Iowa,,85.3,,,,,
DP02,04000US19,Iowa,,85.5,PLACE OF BIRTH,,,,
DP02,04000US19,Iowa,1,86,Total population,"3,156,145",*****,"3,156,145",(X)
DP02,04000US19,Iowa,1,87,Native,"2,981,008","+/-7,654",94.5,+/-0.2
DP02,04000US19,Iowa,1,88,Born in United States,"2,961,868","+/-7,217",93.8,+/-0.2
DP02,04000US19,Iowa,1,89,State of residence,"2,206,656","+/-13,913",69.9,+/-0.4
DP02,04000US19,Iowa,1,90,Different state,"755,212","+/-14,304",23.9,+/-0.5
DP02,04000US19,Iowa,1,91,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","19,140","+/-2,430",0.6,+/-0.1
DP02,04000US19,Iowa,1,92,Foreign born,"175,137","+/-7,654",5.5,+/-0.2
DP02,04000US19,Iowa,,92.3,,,,,
DP02,04000US19,Iowa,,92.5,U.S. CITIZENSHIP STATUS,,,,
DP02,04000US19,Iowa,1,93,Foreign-born population,"175,137","+/-7,654","175,137",(X)
DP02,04000US19,Iowa,1,94,Naturalized U.S. citizen,"68,344","+/-4,660",39.0,+/-2.5
DP02,04000US19,Iowa,1,95,Not a U.S. citizen,"106,793","+/-7,063",61.0,+/-2.5
DP02,04000US19,Iowa,,95.3,,,,,
DP02,04000US19,Iowa,,95.5,YEAR OF ENTRY,,,,
DP02,04000US19,Iowa,1,96,Population born outside the United States,"194,277","+/-7,217","194,277",(X)
DP02,04000US19,Iowa,,96.3,,,,,
DP02,04000US19,Iowa,1,97,Native,"19,140","+/-2,430","19,140",(X)
DP02,04000US19,Iowa,1,98,Entered 2010 or later,"4,243","+/-1,335",22.2,+/-5.6
DP02,04000US19,Iowa,1,99,Entered before 2010,"14,897","+/-1,893",77.8,+/-5.6
DP02,04000US19,Iowa,,99.3,,,,,
DP02,04000US19,Iowa,1,100,Foreign born,"175,137","+/-7,654","175,137",(X)
DP02,04000US19,Iowa,1,101,Entered 2010 or later,"66,295","+/-6,428",37.9,+/-2.9
DP02,04000US19,Iowa,1,102,Entered before 2010,"108,842","+/-5,871",62.1,+/-2.9
DP02,04000US19,Iowa,,102.3,,,,,
DP02,04000US19,Iowa,,102.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,
DP02,04000US19,Iowa,1,103,"Foreign-born population, excluding population born at sea","175,137","+/-7,654","175,137",(X)
DP02,04000US19,Iowa,1,104,Europe,"19,433","+/-3,091",11.1,+/-1.6
DP02,04000US19,Iowa,1,105,Asia,"68,221","+/-4,073",39.0,+/-2.2
DP02,04000US19,Iowa,1,106,Africa,"26,160","+/-4,021",14.9,+/-2.1
DP02,04000US19,Iowa,1,107,Oceania,"1,102",+/-640,0.6,+/-0.4
DP02,04000US19,Iowa,1,108,Latin America,"57,436","+/-4,120",32.8,+/-1.9
DP02,04000US19,Iowa,1,109,Northern America,"2,785",+/-779,1.6,+/-0.4
DP02,04000US19,Iowa,,109.3,,,,,
DP02,04000US19,Iowa,,109.5,LANGUAGE SPOKEN AT HOME,,,,
DP02,04000US19,Iowa,1,110,Population 5 years and over,"2,958,262","+/-2,271","2,958,262",(X)
DP02,04000US19,Iowa,1,111,English only,"2,696,964","+/-10,614",91.2,+/-0.3
DP02,04000US19,Iowa,1,112,Language other than English,"261,298","+/-9,876",8.8,+/-0.3
DP02,04000US19,Iowa,1,113,"Speak English less than ""very well""","99,672","+/-6,402",3.4,+/-0.2
DP02,04000US19,Iowa,1,114,Spanish,"123,829","+/-5,409",4.2,+/-0.2
DP02,04000US19,Iowa,1,115,"Speak English less than ""very well""","44,308","+/-3,814",1.5,+/-0.1
DP02,04000US19,Iowa,1,116,Other Indo-European languages,"59,201","+/-6,693",2.0,+/-0.2
DP02,04000US19,Iowa,1,117,"Speak English less than ""very well""","17,084","+/-2,963",0.6,+/-0.1
DP02,04000US19,Iowa,1,118,Asian and Pacific Islander languages,"52,341","+/-4,314",1.8,+/-0.1
DP02,04000US19,Iowa,1,119,"Speak English less than ""very well""","26,101","+/-2,943",0.9,+/-0.1
DP02,04000US19,Iowa,1,120,Other languages,"25,927","+/-4,607",0.9,+/-0.2
DP02,04000US19,Iowa,1,121,"Speak English less than ""very well""","12,179","+/-3,191",0.4,+/-0.1
DP02,04000US19,Iowa,,121.3,,,,,
DP02,04000US19,Iowa,,121.5,ANCESTRY,,,,
DP02,04000US19,Iowa,1,122,Total population,"3,156,145",*****,"3,156,145",(X)
DP02,04000US19,Iowa,1,123,American,"143,883","+/-7,684",4.6,+/-0.2
DP02,04000US19,Iowa,1,124,Arab,"10,924","+/-3,931",0.3,+/-0.1
DP02,04000US19,Iowa,1,125,Czech,"49,235","+/-3,822",1.6,+/-0.1
DP02,04000US19,Iowa,1,126,Danish,"53,933","+/-4,854",1.7,+/-0.2
DP02,04000US19,Iowa,1,127,Dutch,"119,652","+/-5,192",3.8,+/-0.2
DP02,04000US19,Iowa,1,128,English,"231,746","+/-8,714",7.3,+/-0.3
DP02,04000US19,Iowa,1,129,French (except Basque),"60,777","+/-4,660",1.9,+/-0.1
DP02,04000US19,Iowa,1,130,French Canadian,"7,396","+/-1,590",0.2,+/-0.1
DP02,04000US19,Iowa,1,131,German,"1,007,947","+/-15,757",31.9,+/-0.5
DP02,04000US19,Iowa,1,132,Greek,"5,775","+/-1,272",0.2,+/-0.1
DP02,04000US19,Iowa,1,133,Hungarian,"3,453","+/-1,044",0.1,+/-0.1
DP02,04000US19,Iowa,1,134,Irish,"403,867","+/-13,933",12.8,+/-0.4
DP02,04000US19,Iowa,1,135,Italian,"59,073","+/-4,262",1.9,+/-0.1
DP02,04000US19,Iowa,1,136,Lithuanian,"2,205",+/-696,0.1,+/-0.1
DP02,04000US19,Iowa,1,137,Norwegian,"151,830","+/-8,443",4.8,+/-0.3
DP02,04000US19,Iowa,1,138,Polish,"40,046","+/-4,175",1.3,+/-0.1
DP02,04000US19,Iowa,1,139,Portuguese,"2,515","+/-1,096",0.1,+/-0.1
DP02,04000US19,Iowa,1,140,Russian,"8,392","+/-1,528",0.3,+/-0.1
DP02,04000US19,Iowa,1,141,Scotch-Irish,"23,537","+/-2,634",0.7,+/-0.1
DP02,04000US19,Iowa,1,142,Scottish,"45,244","+/-5,025",1.4,+/-0.2
DP02,04000US19,Iowa,1,143,Slovak,"2,057",+/-893,0.1,+/-0.1
